testb0   ---D---- ---S---- CZ = ---Q---- CZ
33  036  80000001 00000001 10 = 80000201 10
33  037  80000001 00000001 11 = 80000201 11
33  038  FFFFFFFE 00000001 00 = FFFC03FE 00
33  039  FFFFFFFE 00000001 01 = FFFC03FE 01
33  03A  FFFFFFFE 00000001 10 = FFFC03FE 10
33  03B  FFFFFFFE 00000001 11 = FFFC03FE 11
33  03C  FFFFFFFF 00000001 00 = FFFC03FF 00
33  03D  FFFFFFFF 00000001 01 = FFFC03FF 01
33  03E  FFFFFFFF 00000001 10 = FFFC03FF 10
33  03F  FFFFFFFF 00000001 11 = FFFC03FF 11
33  040  00000000 00000002 00 = 00000400 00
33  041  00000000 00000002 01 = 00000400 01
33  042  00000000 00000002 10 = 00000400 10
33  043  00000000 00000002 11 = 00000400 11
33  044  00000001 00000002 00 = 00000401 00
33  045  00000001 00000002 01 = 00000401 01
33  046  00000001 00000002 10 = 00000401 10
33  047  00000001 00000002 11 = 00000401 11
33  048  00000002 00000002 00 = 00000402 00
33  049  00000002 00000002 01 = 00000402 01
33  04A  00000002 00000002 10 = 00000402 10
33  04B  00000002 00000002 11 = 00000402 11
33  04C  7FFFFFFF 00000002 00 = 7FFC05FF 00
33  04D  7FFFFFFF 00000002 01 = 7FFC05FF 01
33  04E  7FFFFFFF 00000002 10 = 7FFC05FF 10
33  04F  7FFFFFFF 00000002 11 = 7FFC05FF 11
33  050  80000000 00000002 00 = 80000400 00
33  051  80000000 00000002 01 = 80000400 01
33  052  80000000 00000002 10 = 80000400 10
33  053  80000000 00000002 11 = 80000400 11
33  054  80000001 00000002 00 = 80000401 00
33  055  80000001 00000002 01 = 80000401 01
33  056  80000001 00000002 10 = 80000401 10
33  057  80000001 00000002 11 = 80000401 11
33  058  FFFFFFFE 00000002 00 = FFFC05FE 00
33  059  FFFFFFFE 00000002 01 = FFFC05FE 01
33  05A  FFFFFFFE 00000002 10 = FFFC05FE 10
33  05B  FFFFFFFE 00000002 11 = FFFC05FE 11
33  05C  FFFFFFFF 00000002 00 = FFFC05FF 00
33  05D  FFFFFFFF 00000002 01 = FFFC05FF 01
33  05E  FFFFFFFF 00000002 10 = FFFC05FF 10
33  05F  FFFFFFFF 00000002 11 = FFFC05FF 11
33  060  00000000 7FFFFFFF 00 = 0003FE00 00
33  061  00000000 7FFFFFFF 01 = 0003FE00 01
33  062  00000000 7FFFFFFF 10 = 0003FE00 10
33  063  00000000 7FFFFFFF 11 = 0003FE00 11
33  064  00000001 7FFFFFFF 00 = 0003FE01 00
33  065  00000001 7FFFFFFF 01 = 0003FE01 01
33  066  00000001 7FFFFFFF 10 = 0003FE01 10
33  067  00000001 7FFFFFFF 11 = 0003FE01 11
33  068  00000002 7FFFFFFF 00 = 0003FE02 00
33  069  00000002 7FFFFFFF 01 = 0003FE02 01
33  06A  00000002 7FFFFFFF 10 = 0003FE02 10
33  06B  00000002 7FFFFFFF 11 = 0003FE02 11
33  06C  7FFFFFFF 7FFFFFFF 00 = 7FFFFFFF 00
33  06D  7FFFFFFF 7FFFFFFF 01 = 7FFFFFFF 01
33  06E  7FFFFFFF 7FFFFFFF 10 = 7FFFFFFF 10
33  06F  7FFFFFFF 7FFFFFFF 11 = 7FFFFFFF 11
33  070  80000000 7FFFFFFF 00 = 8003FE00 00
33  071  80000000 7FFFFFFF 01 = 8003FE00 01
33  072  80000000 7FFFFFFF 10 = 8003FE00 10
33  073  80000000 7FFFFFFF 11 = 8003FE00 11
33  074  80000001 7FFFFFFF 00 = 8003FE01 00
33  075  80000001 7FFFFFFF 01 = 8003FE01 01
33  076  80000001 7FFFFFFF 10 = 8003FE01 10
33  077  80000001 7FFFFFFF 11 = 8003FE01 11
33  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFFE 00
33  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFFE 01
33  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFFE 10
33  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFFE 11
33  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 00
33  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 01
33  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
33  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
33  080  00000000 80000000 00 = 00000000 00
33  081  00000000 80000000 01 = 00000000 01
33  082  00000000 80000000 10 = 00000000 10
33  083  00000000 80000000 11 = 00000000 11
33  084  00000001 80000000 00 = 00000001 00
33  085  00000001 80000000 01 = 00000001 01
33  086  00000001 80000000 10 = 00000001 10
33  087  00000001 80000000 11 = 00000001 11
33  088  00000002 80000000 00 = 00000002 00
33  089  00000002 80000000 01 = 00000002 01
33  08A  00000002 80000000 10 = 00000002 10
33  08B  00000002 80000000 11 = 00000002 11
33  08C  7FFFFFFF 80000000 00 = 7FFC01FF 00
33  08D  7FFFFFFF 80000000 01 = 7FFC01FF 01
33  08E  7FFFFFFF 80000000 10 = 7FFC01FF 10
33  08F  7FFFFFFF 80000000 11 = 7FFC01FF 11
33  090  80000000 80000000 00 = 80000000 00
33  091  80000000 80000000 01 = 80000000 01
33  092  80000000 80000000 10 = 80000000 10
33  093  80000000 80000000 11 = 80000000 11
33  094  80000001 80000000 00 = 80000001 00
33  095  80000001 80000000 01 = 80000001 01
33  096  80000001 80000000 10 = 80000001 10
33  097  80000001 80000000 11 = 80000001 11
33  098  FFFFFFFE 80000000 00 = FFFC01FE 00
33  099  FFFFFFFE 80000000 01 = FFFC01FE 01
33  09A  FFFFFFFE 80000000 10 = FFFC01FE 10
33  09B  FFFFFFFE 80000000 11 = FFFC01FE 11
33  09C  FFFFFFFF 80000000 00 = FFFC01FF 00
33  09D  FFFFFFFF 80000000 01 = FFFC01FF 01
33  09E  FFFFFFFF 80000000 10 = FFFC01FF 10
33  09F  FFFFFFFF 80000000 11 = FFFC01FF 11
33  0A0  00000000 80000001 00 = 00000200 00
33  0A1  00000000 80000001 01 = 00000200 01
33  0A2  00000000 80000001 10 = 00000200 10
33  0A3  00000000 80000001 11 = 00000200 11
33  0A4  00000001 80000001 00 = 00000201 00
33  0A5  00000001 80000001 01 = 00000201 01
33  0A6  00000001 80000001 10 = 00000201 10
33  0A7  00000001 80000001 11 = 00000201 11
33  0A8  00000002 80000001 00 = 00000202 00
33  0A9  00000002 80000001 01 = 00000202 01
33  0AA  00000002 80000001 10 = 00000202 10
33  0AB  00000002 80000001 11 = 00000202 11
33  0AC  7FFFFFFF 80000001 00 = 7FFC03FF 00
33  0AD  7FFFFFFF 80000001 01 = 7FFC03FF 01
33  0AE  7FFFFFFF 80000001 10 = 7FFC03FF 10
33  0AF  7FFFFFFF 80000001 11 = 7FFC03FF 11
33  0B0  80000000 80000001 00 = 80000200 00
33  0B1  80000000 80000001 01 = 80000200 01
33  0B2  80000000 80000001 10 = 80000200 10
33  0B3  80000000 80000001 11 = 80000200 11
33  0B4  80000001 80000001 00 = 80000201 00
33  0B5  80000001 80000001 01 = 80000201 01
33  0B6  80000001 80000001 10 = 80000201 10
33  0B7  80000001 80000001 11 = 80000201 11
33  0B8  FFFFFFFE 80000001 00 = FFFC03FE 00
33  0B9  FFFFFFFE 80000001 01 = FFFC03FE 01
33  0BA  FFFFFFFE 80000001 10 = FFFC03FE 10
33  0BB  FFFFFFFE 80000001 11 = FFFC03FE 11
33  0BC  FFFFFFFF 80000001 00 = FFFC03FF 00
33  0BD  FFFFFFFF 80000001 01 = FFFC03FF 01
33  0BE  FFFFFFFF 80000001 10 = FFFC03FF 10
33  0BF  FFFFFFFF 80000001 11 = FFFC03FF 11
33  0C0  00000000 FFFFFFFE 00 = 0003FC00 00
33  0C1  00000000 FFFFFFFE 01 = 0003FC00 01
33  0C2  00000000 FFFFFFFE 10 = 0003FC00 10
33  0C3  00000000 FFFFFFFE 11 = 0003FC00 11
33  0C4  00000001 FFFFFFFE 00 = 0003FC01 00
33  0C5  00000001 FFFFFFFE 01 = 0003FC01 01
33  0C6  00000001 FFFFFFFE 10 = 0003FC01 10
33  0C7  00000001 FFFFFFFE 11 = 0003FC01 11
33  0C8  00000002 FFFFFFFE 00 = 0003FC02 00
33  0C9  00000002 FFFFFFFE 01 = 0003FC02 01
33  0CA  00000002 FFFFFFFE 10 = 0003FC02 10
33  0CB  00000002 FFFFFFFE 11 = 0003FC02 11
33  0CC  7FFFFFFF FFFFFFFE 00 = 7FFFFDFF 00
33  0CD  7FFFFFFF FFFFFFFE 01 = 7FFFFDFF 01
33  0CE  7FFFFFFF FFFFFFFE 10 = 7FFFFDFF 10
33  0CF  7FFFFFFF FFFFFFFE 11 = 7FFFFDFF 11
33  0D0  80000000 FFFFFFFE 00 = 8003FC00 00
33  0D1  80000000 FFFFFFFE 01 = 8003FC00 01
33  0D2  80000000 FFFFFFFE 10 = 8003FC00 10
33  0D3  80000000 FFFFFFFE 11 = 8003FC00 11
33  0D4  80000001 FFFFFFFE 00 = 8003FC01 00
33  0D5  80000001 FFFFFFFE 01 = 8003FC01 01
33  0D6  80000001 FFFFFFFE 10 = 8003FC01 10
33  0D7  80000001 FFFFFFFE 11 = 8003FC01 11
33  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFDFE 00
33  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFDFE 01
33  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFDFE 10
33  0DB  FFFFFFFE FFFFFFFE 11 = FFFFFDFE 11
33  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFDFF 00
33  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFDFF 01
33  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFDFF 10
33  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFDFF 11
33  0E0  00000000 FFFFFFFF 00 = 0003FE00 00
33  0E1  00000000 FFFFFFFF 01 = 0003FE00 01
33  0E2  00000000 FFFFFFFF 10 = 0003FE00 10
33  0E3  00000000 FFFFFFFF 11 = 0003FE00 11
33  0E4  00000001 FFFFFFFF 00 = 0003FE01 00
33  0E5  00000001 FFFFFFFF 01 = 0003FE01 01
33  0E6  00000001 FFFFFFFF 10 = 0003FE01 10
33  0E7  00000001 FFFFFFFF 11 = 0003FE01 11
33  0E8  00000002 FFFFFFFF 00 = 0003FE02 00
33  0E9  00000002 FFFFFFFF 01 = 0003FE02 01
33  0EA  00000002 FFFFFFFF 10 = 0003FE02 10
33  0EB  00000002 FFFFFFFF 11 = 0003FE02 11
33  0EC  7FFFFFFF FFFFFFFF 00 = 7FFFFFFF 00
33  0ED  7FFFFFFF FFFFFFFF 01 = 7FFFFFFF 01
33  0EE  7FFFFFFF FFFFFFFF 10 = 7FFFFFFF 10
33  0EF  7FFFFFFF FFFFFFFF 11 = 7FFFFFFF 11
33  0F0  80000000 FFFFFFFF 00 = 8003FE00 00
33  0F1  80000000 FFFFFFFF 01 = 8003FE00 01
33  0F2  80000000 FFFFFFFF 10 = 8003FE00 10
33  0F3  80000000 FFFFFFFF 11 = 8003FE00 11
33  0F4  80000001 FFFFFFFF 00 = 8003FE01 00
33  0F5  80000001 FFFFFFFF 01 = 8003FE01 01
33  0F6  80000001 FFFFFFFF 10 = 8003FE01 10
33  0F7  80000001 FFFFFFFF 11 = 8003FE01 11
33  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFFE 00
33  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFFE 01
33  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFFE 10
33  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFFE 11
33  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
33  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
33  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
33  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
sets     ---D---- ---S---- CZ = ---Q---- CZ
34  000  00000000 00000000 00 = 00000000 00
34  001  00000000 00000000 01 = 00000000 01
34  002  00000000 00000000 10 = 00000000 10
34  003  00000000 00000000 11 = 00000000 11
34  004  00000001 00000000 00 = 00000000 00
34  005  00000001 00000000 01 = 00000000 01
34  006  00000001 00000000 10 = 00000000 10
34  007  00000001 00000000 11 = 00000000 11
34  008  00000002 00000000 00 = 00000000 00
34  009  00000002 00000000 01 = 00000000 01
34  00A  00000002 00000000 10 = 00000000 10
34  00B  00000002 00000000 11 = 00000000 11
34  00C  7FFFFFFF 00000000 00 = 7FFFFE00 00
34  00D  7FFFFFFF 00000000 01 = 7FFFFE00 01
34  00E  7FFFFFFF 00000000 10 = 7FFFFE00 10
34  00F  7FFFFFFF 00000000 11 = 7FFFFE00 11
34  010  80000000 00000000 00 = 80000000 00
34  011  80000000 00000000 01 = 80000000 01
34  012  80000000 00000000 10 = 80000000 10
34  013  80000000 00000000 11 = 80000000 11
34  014  80000001 00000000 00 = 80000000 00
34  015  80000001 00000000 01 = 80000000 01
34  016  80000001 00000000 10 = 80000000 10
34  017  80000001 00000000 11 = 80000000 11
34  018  FFFFFFFE 00000000 00 = FFFFFE00 00
34  019  FFFFFFFE 00000000 01 = FFFFFE00 01
34  01A  FFFFFFFE 00000000 10 = FFFFFE00 10
34  01B  FFFFFFFE 00000000 11 = FFFFFE00 11
34  01C  FFFFFFFF 00000000 00 = FFFFFE00 00
34  01D  FFFFFFFF 00000000 01 = FFFFFE00 01
34  01E  FFFFFFFF 00000000 10 = FFFFFE00 10
34  01F  FFFFFFFF 00000000 11 = FFFFFE00 11
34  020  00000000 00000001 00 = 00000001 00
34  021  00000000 00000001 01 = 00000001 01
34  022  00000000 00000001 10 = 00000001 10
34  023  00000000 00000001 11 = 00000001 11
34  024  00000001 00000001 00 = 00000001 00
34  025  00000001 00000001 01 = 00000001 01
34  026  00000001 00000001 10 = 00000001 10
34  027  00000001 00000001 11 = 00000001 11
34  028  00000002 00000001 00 = 00000001 00
34  029  00000002 00000001 01 = 00000001 01
34  02A  00000002 00000001 10 = 00000001 10
34  02B  00000002 00000001 11 = 00000001 11
34  02C  7FFFFFFF 00000001 00 = 7FFFFE01 00
34  02D  7FFFFFFF 00000001 01 = 7FFFFE01 01
34  02E  7FFFFFFF 00000001 10 = 7FFFFE01 10
34  02F  7FFFFFFF 00000001 11 = 7FFFFE01 11
34  030  80000000 00000001 00 = 80000001 00
34  031  80000000 00000001 01 = 80000001 01
34  032  80000000 00000001 10 = 80000001 10
34  033  80000000 00000001 11 = 80000001 11
34  034  80000001 00000001 00 = 80000001 00
34  035  80000001 00000001 01 = 80000001 01
34  036  80000001 00000001 10 = 80000001 10
34  037  80000001 00000001 11 = 80000001 11
34  038  FFFFFFFE 00000001 00 = FFFFFE01 00
34  039  FFFFFFFE 00000001 01 = FFFFFE01 01
34  03A  FFFFFFFE 00000001 10 = FFFFFE01 10
34  03B  FFFFFFFE 00000001 11 = FFFFFE01 11
34  03C  FFFFFFFF 00000001 00 = FFFFFE01 00
34  03D  FFFFFFFF 00000001 01 = FFFFFE01 01
34  03E  FFFFFFFF 00000001 10 = FFFFFE01 10
34  03F  FFFFFFFF 00000001 11 = FFFFFE01 11
34  040  00000000 00000002 00 = 00000002 00
34  041  00000000 00000002 01 = 00000002 01
34  042  00000000 00000002 10 = 00000002 10
34  043  00000000 00000002 11 = 00000002 11
34  044  00000001 00000002 00 = 00000002 00
34  045  00000001 00000002 01 = 00000002 01
34  046  00000001 00000002 10 = 00000002 10
34  047  00000001 00000002 11 = 00000002 11
34  048  00000002 00000002 00 = 00000002 00
34  049  00000002 00000002 01 = 00000002 01
34  04A  00000002 00000002 10 = 00000002 10
34  04B  00000002 00000002 11 = 00000002 11
34  04C  7FFFFFFF 00000002 00 = 7FFFFE02 00
34  04D  7FFFFFFF 00000002 01 = 7FFFFE02 01
34  04E  7FFFFFFF 00000002 10 = 7FFFFE02 10
34  04F  7FFFFFFF 00000002 11 = 7FFFFE02 11
34  050  80000000 00000002 00 = 80000002 00
34  051  80000000 00000002 01 = 80000002 01
34  052  80000000 00000002 10 = 80000002 10
34  053  80000000 00000002 11 = 80000002 11
34  054  80000001 00000002 00 = 80000002 00
34  055  80000001 00000002 01 = 80000002 01
34  056  80000001 00000002 10 = 80000002 10
34  057  80000001 00000002 11 = 80000002 11
34  058  FFFFFFFE 00000002 00 = FFFFFE02 00
34  059  FFFFFFFE 00000002 01 = FFFFFE02 01
34  05A  FFFFFFFE 00000002 10 = FFFFFE02 10
34  05B  FFFFFFFE 00000002 11 = FFFFFE02 11
34  05C  FFFFFFFF 00000002 00 = FFFFFE02 00
34  05D  FFFFFFFF 00000002 01 = FFFFFE02 01
34  05E  FFFFFFFF 00000002 10 = FFFFFE02 10
34  05F  FFFFFFFF 00000002 11 = FFFFFE02 11
34  060  00000000 7FFFFFFF 00 = 000001FF 00
34  061  00000000 7FFFFFFF 01 = 000001FF 01
34  062  00000000 7FFFFFFF 10 = 000001FF 10
34  063  00000000 7FFFFFFF 11 = 000001FF 11
34  064  00000001 7FFFFFFF 00 = 000001FF 00
34  065  00000001 7FFFFFFF 01 = 000001FF 01
34  066  00000001 7FFFFFFF 10 = 000001FF 10
34  067  00000001 7FFFFFFF 11 = 000001FF 11
34  068  00000002 7FFFFFFF 00 = 000001FF 00
34  069  00000002 7FFFFFFF 01 = 000001FF 01
34  06A  00000002 7FFFFFFF 10 = 000001FF 10
34  06B  00000002 7FFFFFFF 11 = 000001FF 11
34  06C  7FFFFFFF 7FFFFFFF 00 = 7FFFFFFF 00
34  06D  7FFFFFFF 7FFFFFFF 01 = 7FFFFFFF 01
34  06E  7FFFFFFF 7FFFFFFF 10 = 7FFFFFFF 10
34  06F  7FFFFFFF 7FFFFFFF 11 = 7FFFFFFF 11
34  070  80000000 7FFFFFFF 00 = 800001FF 00
34  071  80000000 7FFFFFFF 01 = 800001FF 01
34  072  80000000 7FFFFFFF 10 = 800001FF 10
34  073  80000000 7FFFFFFF 11 = 800001FF 11
34  074  80000001 7FFFFFFF 00 = 800001FF 00
34  075  80000001 7FFFFFFF 01 = 800001FF 01
34  076  80000001 7FFFFFFF 10 = 800001FF 10
34  077  80000001 7FFFFFFF 11 = 800001FF 11
34  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFFF 00
34  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFFF 01
34  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFFF 10
34  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFFF 11
34  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 00
34  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 01
34  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
34  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
34  080  00000000 80000000 00 = 00000000 00
34  081  00000000 80000000 01 = 00000000 01
34  082  00000000 80000000 10 = 00000000 10
34  083  00000000 80000000 11 = 00000000 11
34  084  00000001 80000000 00 = 00000000 00
34  085  00000001 80000000 01 = 00000000 01
34  086  00000001 80000000 10 = 00000000 10
34  087  00000001 80000000 11 = 00000000 11
34  088  00000002 80000000 00 = 00000000 00
34  089  00000002 80000000 01 = 00000000 01
34  08A  00000002 80000000 10 = 00000000 10
34  08B  00000002 80000000 11 = 00000000 11
34  08C  7FFFFFFF 80000000 00 = 7FFFFE00 00
34  08D  7FFFFFFF 80000000 01 = 7FFFFE00 01
34  08E  7FFFFFFF 80000000 10 = 7FFFFE00 10
34  08F  7FFFFFFF 80000000 11 = 7FFFFE00 11
34  090  80000000 80000000 00 = 80000000 00
34  091  80000000 80000000 01 = 80000000 01
34  092  80000000 80000000 10 = 80000000 10
34  093  80000000 80000000 11 = 80000000 11
34  094  80000001 80000000 00 = 80000000 00
34  095  80000001 80000000 01 = 80000000 01
34  096  80000001 80000000 10 = 80000000 10
34  097  80000001 80000000 11 = 80000000 11
34  098  FFFFFFFE 80000000 00 = FFFFFE00 00
34  099  FFFFFFFE 80000000 01 = FFFFFE00 01
34  09A  FFFFFFFE 80000000 10 = FFFFFE00 10
34  09B  FFFFFFFE 80000000 11 = FFFFFE00 11
34  09C  FFFFFFFF 80000000 00 = FFFFFE00 00
34  09D  FFFFFFFF 80000000 01 = FFFFFE00 01
34  09E  FFFFFFFF 80000000 10 = FFFFFE00 10
34  09F  FFFFFFFF 80000000 11 = FFFFFE00 11
34  0A0  00000000 80000001 00 = 00000001 00
34  0A1  00000000 80000001 01 = 00000001 01
34  0A2  00000000 80000001 10 = 00000001 10
34  0A3  00000000 80000001 11 = 00000001 11
34  0A4  00000001 80000001 00 = 00000001 00
34  0A5  00000001 80000001 01 = 00000001 01
34  0A6  00000001 80000001 10 = 00000001 10
34  0A7  00000001 80000001 11 = 00000001 11
34  0A8  00000002 80000001 00 = 00000001 00
34  0A9  00000002 80000001 01 = 00000001 01
34  0AA  00000002 80000001 10 = 00000001 10
34  0AB  00000002 80000001 11 = 00000001 11
34  0AC  7FFFFFFF 80000001 00 = 7FFFFE01 00
34  0AD  7FFFFFFF 80000001 01 = 7FFFFE01 01
34  0AE  7FFFFFFF 80000001 10 = 7FFFFE01 10
34  0AF  7FFFFFFF 80000001 11 = 7FFFFE01 11
34  0B0  80000000 80000001 00 = 80000001 00
34  0B1  80000000 80000001 01 = 80000001 01
34  0B2  80000000 80000001 10 = 80000001 10
34  0B3  80000000 80000001 11 = 80000001 11
34  0B4  80000001 80000001 00 = 80000001 00
34  0B5  80000001 80000001 01 = 80000001 01
34  0B6  80000001 80000001 10 = 80000001 10
34  0B7  80000001 80000001 11 = 80000001 11
34  0B8  FFFFFFFE 80000001 00 = FFFFFE01 00
34  0B9  FFFFFFFE 80000001 01 = FFFFFE01 01
34  0BA  FFFFFFFE 80000001 10 = FFFFFE01 10
34  0BB  FFFFFFFE 80000001 11 = FFFFFE01 11
34  0BC  FFFFFFFF 80000001 00 = FFFFFE01 00
34  0BD  FFFFFFFF 80000001 01 = FFFFFE01 01
34  0BE  FFFFFFFF 80000001 10 = FFFFFE01 10
34  0BF  FFFFFFFF 80000001 11 = FFFFFE01 11
34  0C0  00000000 FFFFFFFE 00 = 000001FE 00
34  0C1  00000000 FFFFFFFE 01 = 000001FE 01
34  0C2  00000000 FFFFFFFE 10 = 000001FE 10
34  0C3  00000000 FFFFFFFE 11 = 000001FE 11
34  0C4  00000001 FFFFFFFE 00 = 000001FE 00
34  0C5  00000001 FFFFFFFE 01 = 000001FE 01
34  0C6  00000001 FFFFFFFE 10 = 000001FE 10
34  0C7  00000001 FFFFFFFE 11 = 000001FE 11
34  0C8  00000002 FFFFFFFE 00 = 000001FE 00
34  0C9  00000002 FFFFFFFE 01 = 000001FE 01
34  0CA  00000002 FFFFFFFE 10 = 000001FE 10
34  0CB  00000002 FFFFFFFE 11 = 000001FE 11
34  0CC  7FFFFFFF FFFFFFFE 00 = 7FFFFFFE 00
34  0CD  7FFFFFFF FFFFFFFE 01 = 7FFFFFFE 01
34  0CE  7FFFFFFF FFFFFFFE 10 = 7FFFFFFE 10
34  0CF  7FFFFFFF FFFFFFFE 11 = 7FFFFFFE 11
34  0D0  80000000 FFFFFFFE 00 = 800001FE 00
34  0D1  80000000 FFFFFFFE 01 = 800001FE 01
34  0D2  80000000 FFFFFFFE 10 = 800001FE 10
34  0D3  80000000 FFFFFFFE 11 = 800001FE 11
34  0D4  80000001 FFFFFFFE 00 = 800001FE 00
34  0D5  80000001 FFFFFFFE 01 = 800001FE 01
34  0D6  80000001 FFFFFFFE 10 = 800001FE 10
34  0D7  80000001 FFFFFFFE 11 = 800001FE 11
34  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFFFE 00
34  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFFFE 01
34  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFFFE 10
34  0DB  FFFFFFFE FFFFFFFE 11 = FFFFFFFE 11
34  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFFFE 00
34  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFFFE 01
34  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFFFE 10
34  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFFFE 11
34  0E0  00000000 FFFFFFFF 00 = 000001FF 00
34  0E1  00000000 FFFFFFFF 01 = 000001FF 01
34  0E2  00000000 FFFFFFFF 10 = 000001FF 10
34  0E3  00000000 FFFFFFFF 11 = 000001FF 11
34  0E4  00000001 FFFFFFFF 00 = 000001FF 00
34  0E5  00000001 FFFFFFFF 01 = 000001FF 01
34  0E6  00000001 FFFFFFFF 10 = 000001FF 10
34  0E7  00000001 FFFFFFFF 11 = 000001FF 11
34  0E8  00000002 FFFFFFFF 00 = 000001FF 00
34  0E9  00000002 FFFFFFFF 01 = 000001FF 01
34  0EA  00000002 FFFFFFFF 10 = 000001FF 10
34  0EB  00000002 FFFFFFFF 11 = 000001FF 11
34  0EC  7FFFFFFF FFFFFFFF 00 = 7FFFFFFF 00
34  0ED  7FFFFFFF FFFFFFFF 01 = 7FFFFFFF 01
34  0EE  7FFFFFFF FFFFFFFF 10 = 7FFFFFFF 10
34  0EF  7FFFFFFF FFFFFFFF 11 = 7FFFFFFF 11
34  0F0  80000000 FFFFFFFF 00 = 800001FF 00
34  0F1  80000000 FFFFFFFF 01 = 800001FF 01
34  0F2  80000000 FFFFFFFF 10 = 800001FF 10
34  0F3  80000000 FFFFFFFF 11 = 800001FF 11
34  0F4  80000001 FFFFFFFF 00 = 800001FF 00
34  0F5  80000001 FFFFFFFF 01 = 800001FF 01
34  0F6  80000001 FFFFFFFF 10 = 800001FF 10
34  0F7  80000001 FFFFFFFF 11 = 800001FF 11
34  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFFF 00
34  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFFF 01
34  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFFF 10
34  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFFF 11
34  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
34  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
34  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
34  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
decod    ---D---- ---S---- CZ = ---Q---- CZ
35  000  00000000 00000000 00 = 00000001 00
35  001  00000000 00000000 01 = 00000001 01
35  002  00000000 00000000 10 = 00000001 10
35  003  00000000 00000000 11 = 00000001 11
35  004  00000001 00000000 00 = 00000001 00
35  005  00000001 00000000 01 = 00000001 01
35  006  00000001 00000000 10 = 00000001 10
35  007  00000001 00000000 11 = 00000001 11
35  008  00000002 00000000 00 = 00000001 00
35  009  00000002 00000000 01 = 00000001 01
35  00A  00000002 00000000 10 = 00000001 10
35  00B  00000002 00000000 11 = 00000001 11
35  00C  7FFFFFFF 00000000 00 = 00000001 00
35  00D  7FFFFFFF 00000000 01 = 00000001 01
35  00E  7FFFFFFF 00000000 10 = 00000001 10
35  00F  7FFFFFFF 00000000 11 = 00000001 11
35  010  80000000 00000000 00 = 00000001 00
35  011  80000000 00000000 01 = 00000001 01
35  012  80000000 00000000 10 = 00000001 10
35  013  80000000 00000000 11 = 00000001 11
35  014  80000001 00000000 00 = 00000001 00
35  015  80000001 00000000 01 = 00000001 01
35  016  80000001 00000000 10 = 00000001 10
35  017  80000001 00000000 11 = 00000001 11
35  018  FFFFFFFE 00000000 00 = 00000001 00
35  019  FFFFFFFE 00000000 01 = 00000001 01
35  01A  FFFFFFFE 00000000 10 = 00000001 10
35  01B  FFFFFFFE 00000000 11 = 00000001 11
35  01C  FFFFFFFF 00000000 00 = 00000001 00
35  01D  FFFFFFFF 00000000 01 = 00000001 01
